id,reltrad,reltrad2,reltrad3
548,Roman Catholic,Roman Catholic,Roman Catholic
549,Roman Catholic,Roman Catholic,Roman Catholic
550,Mainline Protestant,Mainline Protestant,Mainline Protestant
551,Roman Catholic,Roman Catholic,Roman Catholic
552,Conservative Protestant,Conservative Protestant,Conservative Protestant
553,Roman Catholic,Roman Catholic,Roman Catholic
554,Conservative Protestant,Conservative Protestant,Conservative Protestant
555,Mainline Protestant,Mainline Protestant,Mainline Protestant
556,Conservative Protestant,Conservative Protestant,Conservative Protestant
557,Conservative Protestant,Conservative Protestant,Conservative Protestant
558,Mainline Protestant,Mainline Protestant,Mainline Protestant
559,Conservative Protestant,Conservative Protestant,Conservative Protestant
560,Conservative Protestant,Conservative Protestant,Conservative Protestant
561,Conservative Protestant,Conservative Protestant,Conservative Protestant
562,Conservative Protestant,Conservative Protestant,Conservative Protestant
563,Mainline Protestant,Mainline Protestant,Mainline Protestant
564,Mainline Protestant,Mainline Protestant,Mainline Protestant
565,Conservative Protestant,Conservative Protestant,Conservative Protestant
566,Mainline Protestant,Mainline Protestant,Mainline Protestant
567,Conservative Protestant,Conservative Protestant,Conservative Protestant
568,Conservative Protestant,Conservative Protestant,Conservative Protestant
569,Conservative Protestant,Conservative Protestant,Conservative Protestant
570,Conservative Protestant,Conservative Protestant,Conservative Protestant
571,Mainline Protestant,Mainline Protestant,Mainline Protestant
572,Mainline Protestant,Mainline Protestant,Mainline Protestant
573,Mainline Protestant,Mainline Protestant,Mainline Protestant
574,Mainline Protestant,Mainline Protestant,Mainline Protestant
575,Mainline Protestant,Mainline Protestant,Mainline Protestant
576,Mainline Protestant,Mainline Protestant,Mainline Protestant
577,Mainline Protestant,Mainline Protestant,Mainline Protestant
578,Mainline Protestant,Mainline Protestant,Mainline Protestant
579,Mainline Protestant,Mainline Protestant,Mainline Protestant
580,Mainline Protestant,Mainline Protestant,Mainline Protestant
581,Mainline Protestant,Mainline Protestant,Mainline Protestant
582,Mainline Protestant,Mainline Protestant,Mainline Protestant
583,Mainline Protestant,Mainline Protestant,Mainline Protestant
584,Mainline Protestant,Mainline Protestant,Mainline Protestant
585,Mainline Protestant,Mainline Protestant,Mainline Protestant
586,Roman Catholic,Roman Catholic,Roman Catholic
587,Roman Catholic,Roman Catholic,Roman Catholic
588,Roman Catholic,Roman Catholic,Roman Catholic
589,Roman Catholic,Roman Catholic,Roman Catholic
590,Conservative Protestant,Conservative Protestant,Conservative Protestant
591,Roman Catholic,Roman Catholic,Roman Catholic
592,Mainline Protestant,Mainline Protestant,Mainline Protestant
593,Conservative Protestant,Conservative Protestant,Conservative Protestant
594,None,None,None
595,Conservative Protestant,Conservative Protestant,Conservative Protestant
596,Conservative Protestant,Conservative Protestant,Conservative Protestant
597,Other,Other,Other
598,Conservative Protestant,Conservative Protestant,Conservative Protestant
599,Mainline Protestant,Mainline Protestant,Mainline Protestant
600,Mainline Protestant,Mainline Protestant,Mainline Protestant
601,Roman Catholic,Roman Catholic,Roman Catholic
602,Mainline Protestant,Mainline Protestant,Mainline Protestant
603,Conservative Protestant,Conservative Protestant,Conservative Protestant
604,Conservative Protestant,Conservative Protestant,Conservative Protestant
605,Conservative Protestant,Conservative Protestant,Conservative Protestant
606,Conservative Protestant,Conservative Protestant,Conservative Protestant
607,Conservative Protestant,Conservative Protestant,Conservative Protestant
608,Mainline Protestant,Mainline Protestant,Mainline Protestant
609,Mainline Protestant,Mainline Protestant,Mainline Protestant
610,Conservative Protestant,Conservative Protestant,Conservative Protestant
611,Conservative Protestant,Conservative Protestant,Conservative Protestant
612,Conservative Protestant,Conservative Protestant,Conservative Protestant
613,Conservative Protestant,Conservative Protestant,Protestant No Denomination
614,Conservative Protestant,Conservative Protestant,Conservative Protestant
615,Roman Catholic,Roman Catholic,Roman Catholic
616,Conservative Protestant,Conservative Protestant,Conservative Protestant
617,None,None,None
618,Mainline Protestant,Mainline Protestant,Mainline Protestant
619,Mainline Protestant,Mainline Protestant,Mainline Protestant
620,Roman Catholic,Roman Catholic,Roman Catholic
621,Roman Catholic,Roman Catholic,Roman Catholic
622,Roman Catholic,Roman Catholic,Roman Catholic
623,Roman Catholic,Roman Catholic,Roman Catholic
624,Roman Catholic,Roman Catholic,Roman Catholic
625,Mainline Protestant,Mainline Protestant,Mainline Protestant
626,Roman Catholic,Roman Catholic,Roman Catholic
627,Mainline Protestant,Mainline Protestant,Mainline Protestant
628,Mainline Protestant,Mainline Protestant,Mainline Protestant
629,Mainline Protestant,Mainline Protestant,Mainline Protestant
630,Mainline Protestant,Mainline Protestant,Mainline Protestant
631,Conservative Protestant,Conservative Protestant,Conservative Protestant
632,Mainline Protestant,Mainline Protestant,Mainline Protestant
633,Mainline Protestant,Mainline Protestant,Mainline Protestant
634,Other,Other,Other
635,Mainline Protestant,Mainline Protestant,Mainline Protestant
636,Roman Catholic,Roman Catholic,Roman Catholic
637,Roman Catholic,Roman Catholic,Roman Catholic
638,Roman Catholic,Roman Catholic,Roman Catholic
639,None,None,None
640,Roman Catholic,Roman Catholic,Roman Catholic
641,Conservative Protestant,Conservative Protestant,Conservative Protestant
642,Mainline Protestant,Mainline Protestant,Mainline Protestant
643,Conservative Protestant,Conservative Protestant,Conservative Protestant
644,Roman Catholic,Roman Catholic,Roman Catholic
645,Mainline Protestant,Mainline Protestant,Mainline Protestant
646,Mainline Protestant,Mainline Protestant,Mainline Protestant
647,Roman Catholic,Roman Catholic,Roman Catholic
648,Mainline Protestant,Mainline Protestant,Mainline Protestant
649,Mainline Protestant,Mainline Protestant,Mainline Protestant
650,NA,Conservative Protestant,Protestant No Denomination
651,Mainline Protestant,Mainline Protestant,Mainline Protestant
652,Conservative Protestant,Conservative Protestant,Conservative Protestant
653,Mainline Protestant,Mainline Protestant,Mainline Protestant
654,Roman Catholic,Roman Catholic,Roman Catholic
655,Conservative Protestant,Conservative Protestant,Conservative Protestant
656,Conservative Protestant,Conservative Protestant,Conservative Protestant
657,None,None,None
658,Conservative Protestant,Conservative Protestant,Conservative Protestant
659,Mainline Protestant,Mainline Protestant,Mainline Protestant
660,Conservative Protestant,Conservative Protestant,Conservative Protestant
661,Conservative Protestant,Conservative Protestant,Conservative Protestant
662,Conservative Protestant,Conservative Protestant,Conservative Protestant
663,Mainline Protestant,Mainline Protestant,Mainline Protestant
664,Black Protestant,Black Protestant,Black Protestant
665,Black Protestant,Black Protestant,Black Protestant
666,Mainline Protestant,Mainline Protestant,Mainline Protestant
667,Black Protestant,Black Protestant,Black Protestant
668,None,None,None
669,Black Protestant,Black Protestant,Black Protestant
670,Black Protestant,Black Protestant,Black Protestant
671,None,None,None
672,None,None,None
673,Conservative Protestant,Conservative Protestant,Conservative Protestant
674,Roman Catholic,Roman Catholic,Roman Catholic
675,Black Protestant,Black Protestant,Black Protestant
676,Roman Catholic,Roman Catholic,Roman Catholic
677,Roman Catholic,Roman Catholic,Roman Catholic
678,Other,Other,Other
679,NA,Conservative Protestant,Protestant No Denomination
680,Black Protestant,Black Protestant,Black Protestant
681,None,None,None
682,Jewish,Jewish,Jewish
683,Other,Other,Other
684,Jewish,Jewish,Jewish
685,None,None,None
686,None,None,None
687,Mainline Protestant,Mainline Protestant,Mainline Protestant
688,Roman Catholic,Roman Catholic,Roman Catholic
689,Jewish,Jewish,Jewish
690,Black Protestant,Black Protestant,Black Protestant
691,Black Protestant,Black Protestant,Black Protestant
692,Mainline Protestant,Mainline Protestant,Mainline Protestant
693,Black Protestant,Black Protestant,Black Protestant
694,Black Protestant,Black Protestant,Black Protestant
695,Black Protestant,Black Protestant,Black Protestant
696,Black Protestant,Black Protestant,Black Protestant
697,Black Protestant,Black Protestant,Black Protestant
698,Roman Catholic,Roman Catholic,Roman Catholic
699,Conservative Protestant,Conservative Protestant,Conservative Protestant
700,Mainline Protestant,Mainline Protestant,Mainline Protestant
701,Mainline Protestant,Mainline Protestant,Mainline Protestant
702,Black Protestant,Black Protestant,Black Protestant
703,Black Protestant,Black Protestant,Black Protestant
704,Black Protestant,Black Protestant,Black Protestant
705,Conservative Protestant,Conservative Protestant,Conservative Protestant
706,Mainline Protestant,Mainline Protestant,Mainline Protestant
707,Conservative Protestant,Conservative Protestant,Conservative Protestant
708,Mainline Protestant,Mainline Protestant,Mainline Protestant
709,Jewish,Jewish,Jewish
710,Mainline Protestant,Mainline Protestant,Mainline Protestant
711,Conservative Protestant,Conservative Protestant,Conservative Protestant
712,Conservative Protestant,Conservative Protestant,Conservative Protestant
713,Other,Other,Other
714,Other,Other,Other
715,Other,Other,Other
716,Other,Other,Other
717,Other,Other,Other
718,Mainline Protestant,Mainline Protestant,Mainline Protestant
719,Mainline Protestant,Mainline Protestant,Mainline Protestant
720,Other,Other,Other
721,Roman Catholic,Roman Catholic,Roman Catholic
722,Mainline Protestant,Mainline Protestant,Mainline Protestant
723,Conservative Protestant,Conservative Protestant,Conservative Protestant
724,Conservative Protestant,Conservative Protestant,Protestant No Denomination
725,NA,Conservative Protestant,Protestant No Denomination
726,Conservative Protestant,Conservative Protestant,Conservative Protestant
727,Roman Catholic,Roman Catholic,Roman Catholic
728,Conservative Protestant,Conservative Protestant,Conservative Protestant
729,Mainline Protestant,Mainline Protestant,Mainline Protestant
730,Roman Catholic,Roman Catholic,Roman Catholic
731,Roman Catholic,Roman Catholic,Roman Catholic
732,Mainline Protestant,Mainline Protestant,Mainline Protestant
733,Conservative Protestant,Conservative Protestant,Conservative Protestant
734,NA,Conservative Protestant,Protestant No Denomination
735,Mainline Protestant,Mainline Protestant,Mainline Protestant
736,Roman Catholic,Roman Catholic,Roman Catholic
737,Roman Catholic,Roman Catholic,Roman Catholic
738,Roman Catholic,Roman Catholic,Roman Catholic
739,Roman Catholic,Roman Catholic,Roman Catholic
740,Roman Catholic,Roman Catholic,Roman Catholic
741,Roman Catholic,Roman Catholic,Roman Catholic
742,Roman Catholic,Roman Catholic,Roman Catholic
743,Roman Catholic,Roman Catholic,Roman Catholic
744,Roman Catholic,Roman Catholic,Roman Catholic
745,Roman Catholic,Roman Catholic,Roman Catholic
746,Conservative Protestant,Conservative Protestant,Conservative Protestant
747,Black Protestant,Black Protestant,Black Protestant
748,Conservative Protestant,Conservative Protestant,Conservative Protestant
749,Conservative Protestant,Conservative Protestant,Conservative Protestant
750,Conservative Protestant,Conservative Protestant,Conservative Protestant
751,Conservative Protestant,Conservative Protestant,Conservative Protestant
752,Black Protestant,Black Protestant,Black Protestant
753,Mainline Protestant,Mainline Protestant,Mainline Protestant
754,Roman Catholic,Roman Catholic,Roman Catholic
755,Roman Catholic,Roman Catholic,Roman Catholic
756,Roman Catholic,Roman Catholic,Roman Catholic
757,Roman Catholic,Roman Catholic,Roman Catholic
758,Roman Catholic,Roman Catholic,Roman Catholic
759,Roman Catholic,Roman Catholic,Roman Catholic
760,Roman Catholic,Roman Catholic,Roman Catholic
761,Roman Catholic,Roman Catholic,Roman Catholic
762,Mainline Protestant,Mainline Protestant,Mainline Protestant
763,Mainline Protestant,Mainline Protestant,Mainline Protestant
764,Mainline Protestant,Mainline Protestant,Mainline Protestant
765,Mainline Protestant,Mainline Protestant,Mainline Protestant
766,Mainline Protestant,Mainline Protestant,Mainline Protestant
767,None,None,None
768,Mainline Protestant,Mainline Protestant,Mainline Protestant
769,Other,Other,Other
770,None,None,None
771,NA,Conservative Protestant,Protestant No Denomination
772,NA,Conservative Protestant,Protestant No Denomination
773,Roman Catholic,Roman Catholic,Roman Catholic
774,Mainline Protestant,Mainline Protestant,Mainline Protestant
775,None,None,None
776,Roman Catholic,Roman Catholic,Roman Catholic
777,NA,Conservative Protestant,Protestant No Denomination
778,Mainline Protestant,Mainline Protestant,Mainline Protestant
779,Mainline Protestant,Mainline Protestant,Mainline Protestant
780,Mainline Protestant,Mainline Protestant,Mainline Protestant
781,Mainline Protestant,Mainline Protestant,Mainline Protestant
782,Mainline Protestant,Mainline Protestant,Mainline Protestant
783,Roman Catholic,Roman Catholic,Roman Catholic
784,Conservative Protestant,Conservative Protestant,Conservative Protestant
785,Conservative Protestant,Conservative Protestant,Conservative Protestant
786,Other,Other,Other
787,Other,Other,Other
788,Mainline Protestant,Mainline Protestant,Mainline Protestant
789,None,None,None
790,Black Protestant,Black Protestant,Black Protestant
791,Black Protestant,Black Protestant,Black Protestant
792,Black Protestant,Black Protestant,Black Protestant
793,Black Protestant,Black Protestant,Black Protestant
